Vendor,Batch,Assay_Plate_Barcode,sphering,dropout,value_95_replicating,Percent_Replicating,Plate_Map_Name,Modality,Images_per_well,Sites-SubSampled,Binning,Magnification,Number_of_channels,z_plane,BF_Zplanes,spinning-disc,aperture,dry-immersion,vs-brightfield,simultaneous-excitation,sites,Size_MB,Size_MB_std,channel_names,brightfield_z_plane_used,feature_channels_found,num_features,n_columns,Percent_Matching,value_95_matching,cell_count
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P1,True,(),0.1641888032523337,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.427739027387153,1.770551519981647,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",564,3529,13.953488372093023,0.22627545211991304,118403
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P1,True,"('RNA',)",0.16506665290194075,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.427739027387153,1.770551519981647,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",539,2818,16.27906976744186,0.23126069777046668,118403
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P2,True,(),0.15468611459656625,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.400030113975694,1.7444178588993882,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",585,3529,18.6046511627907,0.20389205387763068,121765
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P2,True,"('RNA',)",0.1588024340895693,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.400030113975694,1.7444178588993882,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",559,2818,18.6046511627907,0.20797359847595087,121765
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P3,True,(),0.15636763048450456,47.77777777777778,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.294915464192709,1.7150987613811473,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",547,3529,18.6046511627907,0.22720713766485331,120942
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P3,True,"('RNA',)",0.15216375498588391,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.294915464192709,1.7150987613811473,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",530,2818,18.6046511627907,0.22368881183190387,120942
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P4,True,(),0.17853149903119525,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.473822339626736,1.7165383290089768,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",550,3529,23.25581395348837,0.24823905225080897,122600
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_3Plane,CP_Broad_Phenix_C_BIN1_P4,True,"('RNA',)",0.17804931860402332,51.11111111111111,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,3,,,1.0,water,,,1,9.473822339626736,1.7165383290089768,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",536,2818,23.25581395348837,0.2435251732281817,122600
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P1,True,(),0.17178874288992108,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.361273220138887,1.4108040446701178,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",618,3529,13.953488372093023,0.2505461065701914,116849
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P1,True,"('RNA',)",0.16634225314000514,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.361273220138887,1.4108040446701178,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",538,2818,13.953488372093023,0.24323974615493693,116849
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P2,True,(),0.14794443339010588,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.244346441493056,1.3545035864597534,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",702,3529,18.6046511627907,0.18976824351159158,119891
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P2,True,"('RNA',)",0.14307661176533562,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.244346441493056,1.3545035864597534,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",606,2818,18.6046511627907,0.18260879172464228,119891
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P3,True,(),0.16270711763308157,52.22222222222223,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.078627320486111,1.285123915312363,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",616,3529,16.27906976744186,0.2296203620765933,119069
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P3,True,"('RNA',)",0.16127498906519772,53.333333333333336,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.078627320486111,1.285123915312363,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",545,2818,18.6046511627907,0.21120067028413064,119069
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P4,True,(),0.1616149519489815,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.285375732465278,1.3568508549011784,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",586,3529,18.6046511627907,0.232209752414838,120286
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_1Plane,CP_Broad_Phenix_NC_BIN1_1Plane_P4,True,"('RNA',)",0.1648229798664887,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,1,,,1.0,water,,,1,9.285375732465278,1.3568508549011784,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",521,2818,18.6046511627907,0.227878691574453,120286
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P1,True,(),0.15943510393495813,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.352243912760416,1.218635233760007,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",620,3529,13.953488372093023,0.23117315148477724,115917
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P1,True,"('RNA',)",0.1596364237261882,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.352243912760416,1.218635233760007,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",547,2818,13.953488372093023,0.23717783567924627,115917
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P2,True,(),0.1556197275167204,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.26465514249132,1.1695304824284756,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",689,3529,16.27906976744186,0.20300375214436722,119183
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P2,True,"('RNA',)",0.15237593018434495,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.26465514249132,1.1695304824284756,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",586,2818,16.27906976744186,0.1984127706317319,119183
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P3,True,(),0.16719766308791723,52.22222222222223,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.13974850384198,1.114549893932567,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",616,3529,13.953488372093023,0.20991794146026302,118130
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P3,True,"('RNA',)",0.16192933085916697,52.22222222222223,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.13974850384198,1.114549893932567,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",537,2818,13.953488372093023,0.21584897485362126,118130
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P4,True,(),0.16082981936209415,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.294385866015624,1.171688340664966,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",599,3529,20.930232558139537,0.21555746700646003,119331
PE,1siteSubSample_Scope1_PE_Bin1_Widefield_3Plane,CP_Broad_Phenix_NC_BIN1_P4,True,"('RNA',)",0.15293959886482952,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,1.0,1,20,5,3,,,1.0,water,,,1,9.294385866015624,1.171688340664966,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",530,2818,20.930232558139537,0.21382190952218683,119331
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP1,True,(),0.14972247918007775,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5278992638888886,0.4412584035977545,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",566,3529,18.6046511627907,0.20155831555543724,114570
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP1,True,"('RNA',)",0.147470307075979,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5278992638888886,0.4412584035977545,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",549,2818,18.6046511627907,0.21075807582668182,114570
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP2,True,(),0.15459688745138186,52.22222222222223,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5117242170138887,0.4385164451853092,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",577,3529,18.6046511627907,0.20137423874221907,117449
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP2,True,"('RNA',)",0.15321135865914454,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5117242170138887,0.4385164451853092,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",556,2818,18.6046511627907,0.20103720039573802,117449
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP3,True,(),0.1681985415239743,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.496831200868056,0.4324858760085421,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",549,3529,16.27906976744186,0.23859449786261225,117256
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP3,True,"('RNA',)",0.167514152264765,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.496831200868056,0.4324858760085421,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",534,2818,18.6046511627907,0.24197038829120754,117256
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP4,True,(),0.19328631083718126,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5391980420138887,0.4416072258404082,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",536,3529,20.930232558139537,0.2677993765714669,118483
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_1Plane,CPBroadPhenixC1PlaneP4,True,"('RNA',)",0.19543767410145105,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5391980420138887,0.4416072258404082,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",527,2818,25.581395348837212,0.2579446036828093,118483
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP1,True,(),0.15357753010084824,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.469308975434028,0.3880017512438815,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",554,3529,18.6046511627907,0.22318743080780024,114632
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP1,True,"('RNA',)",0.14857392641342623,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.469308975434028,0.3880017512438815,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",537,2818,18.6046511627907,0.22049282715998741,114632
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP2,True,(),0.15812524978448603,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.4569272017361112,0.3843036502076983,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",595,3529,18.6046511627907,0.21185204030524307,117413
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP2,True,"('RNA',)",0.15567730188962273,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.4569272017361112,0.3843036502076983,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",566,2818,18.6046511627907,0.20649977762268118,117413
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP3,True,(),0.16547776591497518,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.444871485677083,0.3774570655652293,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",550,3529,18.6046511627907,0.2208169003983068,116004
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP3,True,"('RNA',)",0.16456338654113836,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.444871485677083,0.3774570655652293,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",537,2818,18.6046511627907,0.2200386276987599,116004
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP4,True,(),0.15815486438649354,60.0,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.477544597699653,0.3899898925761733,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",552,3529,16.27906976744186,0.23157773338226456,117165
PE,1siteSubSample_Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP4,True,"('RNA',)",0.16402483782142716,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,1.0,2,20,5,3,,,1.0,water,,,1,2.477544597699653,0.3899898925761733,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",538,2818,16.27906976744186,0.21902358675358075,117165
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP1,True,(),0.15921203406505222,60.0,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5197415142361104,0.3583887823059312,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",591,3529,16.27906976744186,0.2288128175153728,113407
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP1,True,"('RNA',)",0.16528981684791433,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.5197415142361104,0.3583887823059312,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",513,2818,16.27906976744186,0.22964323112191884,113407
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP2,True,(),0.15918254264047127,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.4842230220486106,0.3463563151530108,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",623,3529,16.27906976744186,0.21712201751763618,116253
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP2,True,"('RNA',)",0.15473443365655828,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.4842230220486106,0.3463563151530108,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",539,2818,16.27906976744186,0.22354247749260095,116253
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP3,True,(),0.16646987549920345,52.22222222222223,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.449872113541667,0.3403115388288124,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",563,3529,18.6046511627907,0.24075378667628972,115489
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP3,True,"('RNA',)",0.1622372897800824,53.333333333333336,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.449872113541667,0.3403115388288124,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",492,2818,18.6046511627907,0.22674124641128668,115489
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP4,True,(),0.1718050477143937,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.4888575682291667,0.3486822561498516,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",545,3529,20.930232558139537,0.22651125174488762,116462
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP4,True,"('RNA',)",0.16844913786067228,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,1,,,1.0,water,,,1,2.4888575682291667,0.3486822561498516,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",486,2818,18.6046511627907,0.22277978956601852,116462
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP1,True,(),0.16216737508102835,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.4729005588107635,0.320289208912784,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",597,3529,18.6046511627907,0.22385026301829453,113150
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP1,True,"('RNA',)",0.16243066610336454,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.4729005588107635,0.320289208912784,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",515,2818,18.6046511627907,0.22968523208050473,113150
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP2,True,(),0.15143438418394248,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.446370618706597,0.3065002120595112,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",617,3529,20.930232558139537,0.2105790749886844,115572
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP2,True,"('RNA',)",0.1484846805429895,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.446370618706597,0.3065002120595112,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",538,2818,20.930232558139537,0.2121084450081025,115572
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP3,True,(),0.16444318354550078,52.22222222222223,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.420489624045139,0.2984912633386465,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",543,3529,18.6046511627907,0.219777892060833,114270
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP3,True,"('RNA',)",0.15412616534314483,53.333333333333336,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.420489624045139,0.2984912633386465,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",478,2818,20.930232558139537,0.21157204307364452,114270
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP4,True,(),0.17991758953201115,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.449472850520833,0.3089559138367057,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",569,3529,23.25581395348837,0.23320380431475432,115627
PE,1siteSubSample_Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP4,True,"('RNA',)",0.17400325530315047,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,1.0,2,20,5,3,,,1.0,water,,,1,2.449472850520833,0.3089559138367057,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",503,2818,23.25581395348837,0.23158438335930828,115627
Yokogawa_Japan,1siteSubSample_Scope1_Yokogawa_Japan_20X,20201021T092317,True,(),0.15418183134790717,52.22222222222223,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,5,10,,,0.75,dry,,,1,6.732652407754817,1.4478181011645723,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",505,3529,20.930232558139537,0.18729581928756003,159030
Yokogawa_Japan,1siteSubSample_Scope1_Yokogawa_Japan_20X,20201021T092317,True,"('RNA',)",0.1631072032935691,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,5,10,,,0.75,dry,,,1,6.732652407754817,1.4478181011645723,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",449,2818,20.930232558139537,0.19509151332006763,159030
Yokogawa_Japan,1siteSubSample_Scope1_Yokogawa_Japan_40X,20201020T134356,True,(),0.1290830742186168,43.333333333333336,JUMP-MOA_compound_platemap,Confocal,2,1.0,1,40,5,12,,,0.95,dry,no,,1,6.472608521499776,1.473862553735304,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",685,3529,18.6046511627907,0.1415125759271648,34078
Yokogawa_Japan,1siteSubSample_Scope1_Yokogawa_Japan_40X,20201020T134356,True,"('RNA',)",0.1328135576140707,42.22222222222222,JUMP-MOA_compound_platemap,Confocal,2,1.0,1,40,5,12,,,0.95,dry,no,,1,6.472608521499776,1.473862553735304,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",597,2818,18.6046511627907,0.13271136036936615,34078
Yokogawa_US,1siteSubSample_Scope1_Yokogawa_US_10X,BRO0117014_10x,True,(),0.16628356242457223,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,12,10.0,,0.4,dry,yes,,1,8.005537077542556,0.1249062371479002,"AGP, BrightField, DNA, ER, Mito, RNA",Z06,"AGP, BrightField, DNA, ER, Mito, RNA",427,4264,18.6046511627907,0.21568897008046586,518568
Yokogawa_US,1siteSubSample_Scope1_Yokogawa_US_10X,BRO0117014_10x,True,"('RNA',)",0.1714194559763295,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,12,10.0,,0.4,dry,yes,,1,8.005537077542556,0.1249062371479002,"AGP, BrightField, DNA, ER, Mito, RNA",Z06,"AGP, BrightField, DNA, ER, Mito, RNA",398,3529,18.6046511627907,0.22254393434189707,518568
Yokogawa_US,1siteSubSample_Scope1_Yokogawa_US_20X_5Ch,BRO0117033_20xb,True,(),0.16424225083705302,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,5,1,,,1.0,water,no,2.0,1,8.003584569497503,3.321743305600624e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",558,3529,16.27906976744186,0.18176888627855373,119805
Yokogawa_US,1siteSubSample_Scope1_Yokogawa_US_20X_5Ch,BRO0117033_20xb,True,"('RNA',)",0.1637335542788329,50.0,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,5,1,,,1.0,water,no,2.0,1,8.003584569497503,3.321743305600624e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",487,2818,16.27906976744186,0.19660892965605956,119805
